0,64
0,1388
0,979
0,695
1,87
1,1454
1,88
1,1130
2,890
2,90
2,220
2,24
3,1541
3,977
3,1128
3,1173
4,1110
4,243
4,954
4,1369
5,421
5,1391
5,1130
5,1303
6,1525
6,379
6,72
6,1524
7,1502
7,246
7,202
7,1503
8,1482
8,486
8,378
8,1372
9,531
9,203
9,510
9,836
10,639
10,856
10,685
10,120
11,793
11,1031
11,988
11,118
12,858
12,771
12,1511
12,1183
13,1423
13,989
13,15
13,966
14,986
14,1512
14,1097
14,143
15,1553
15,1427
15,188
16,236
16,166
16,1383
16,192
17,1337
17,106
17,150
17,499
18,541
18,608
18,478
18,562
19,108
19,631
19,760
19,21
20,1472
20,456
20,62
20,825
21,1495
21,519
21,129
22,759
22,845
22,1412
22,89
23,957
23,1001
23,1345
23,1129
24,955
24,1064
24,179
25,1132
25,199
25,309
25,1022
26,1262
26,265
26,399
26,46
27,50
27,1153
27,28
27,182
28,334
28,332
28,269
29,531
29,640
29,160
29,245
30,181
30,1506
30,617
30,1394
31,880
31,857
31,640
31,1463
32,772
32,55
32,1507
32,77
33,899
33,1444
33,639
33,838
34,922
34,146
34,1142
34,1573
35,164
35,1533
35,1183
35,1577
36,123
36,1574
36,342
36,1359
37,145
37,170
37,1444
37,1360
38,301
38,1536
38,105
38,1513
39,301
39,1429
39,1381
39,411
40,717
40,1318
40,716
40,650
41,196
41,302
41,126
41,608
42,651
42,197
42,259
42,1450
43,805
43,109
43,823
43,738
44,848
44,217
44,86
44,999
45,112
45,1388
45,263
45,220
46,1087
46,1066
46,1390
47,1521
47,179
47,1524
47,1480
48,1150
48,1085
48,1434
48,1501
49,1131
49,397
49,465
49,1351
50,227
50,379
50,137
51,400
51,443
51,638
51,619
52,530
52,1440
52,247
52,1419
53,316
53,72
53,550
53,1526
54,74
54,836
54,594
54,510
55,661
55,162
55,208
56,1162
56,1141
56,207
56,58
57,925
57,792
57,276
57,165
58,1054
58,922
58,1316
59,1096
59,1208
59,988
59,1271
60,388
60,1249
60,1336
60,432
61,499
61,1361
61,1468
61,1250
62,213
62,1582
62,125
63,455
63,391
63,501
63,435
64,826
64,736
64,434
65,520
65,627
65,541
65,88
66,869
66,870
66,736
66,1151
67,846
67,1216
67,848
67,1172
68,1346
68,1111
68,1259
68,69
69,1543
69,1067
69,1329
70,1326
70,1460
70,1153
70,375
71,1501
71,486
71,422
71,156
72,552
72,575
73,1568
73,419
73,1506
73,271
74,486
74,662
74,1441
75,99
75,270
75,511
75,769
76,294
76,293
76,770
76,272
77,814
77,969
77,792
78,1226
78,1143
78,1008
78,164
79,1487
79,1379
79,144
79,277
80,1121
80,192
80,102
80,1425
81,279
81,1403
81,124
81,1121
82,170
82,168
82,1469
82,474
83,301
83,584
83,1382
83,413
84,455
84,628
84,453
84,169
85,171
85,630
85,632
85,1515
86,692
86,737
86,564
87,739
87,607
87,1023
88,306
88,242
89,997
89,1544
89,328
90,1346
90,910
90,934
91,1130
91,1500
91,1479
91,1414
92,1327
92,1415
92,1477
92,1566
93,1197
93,1569
93,94
93,419
94,531
94,445
94,179
95,729
95,205
95,138
95,184
96,445
96,1528
96,618
96,293
97,161
97,726
97,751
97,488
98,726
98,834
98,660
98,923
99,794
99,946
99,965
100,1011
100,1098
100,1508
100,1357
101,1010
101,1076
101,945
101,340
102,254
102,1270
102,1139
103,1381
103,1515
103,1119
103,344
104,1318
104,1406
104,1514
104,1209
105,1340
105,542
105,1556
106,212
106,631
106,673
107,323
107,149
107,1539
107,497
108,151
108,478
108,522
109,304
109,957
109,434
110,175
110,1085
110,1023
110,780
111,175
111,1414
111,1565
111,867
112,1282
112,1020
112,979
113,156
113,1415
113,202
113,1108
114,137
114,200
114,444
114,357
115,1371
115,553
115,532
115,245
116,598
116,511
116,1393
116,553
117,576
117,246
117,465
117,1462
118,791
118,207
118,444
119,596
119,664
119,294
119,466
120,1575
120,749
120,230
121,924
121,834
121,969
121,1164
122,165
122,164
122,1140
122,1100
123,167
123,1010
123,235
124,1231
124,1362
124,1536
125,193
125,1514
125,192
126,1535
126,433
126,215
127,1578
127,324
127,235
127,345
128,738
128,170
128,500
128,260
129,824
129,781
129,715
130,738
130,305
130,151
130,1582
131,696
131,242
131,307
131,784
132,1068
132,1520
132,1024
132,934
133,1563
133,1042
133,1111
133,1457
134,1023
134,395
134,154
134,1240
135,158
135,1394
135,1304
135,1195
136,1569
136,377
136,1260
136,374
137,222
137,1437
138,157
138,244
138,271
139,662
139,555
139,1461
139,794
140,381
140,269
140,488
140,423
141,707
141,923
141,204
141,727
142,683
142,1529
142,532
142,813
143,795
143,1143
143,1572
144,1530
144,1510
144,1512
145,1229
145,1554
145,297
146,211
146,1143
146,279
147,258
147,1533
147,149
147,1295
148,300
148,1427
148,1360
148,281
149,170
149,410
150,1471
150,585
150,257
151,457
151,368
152,912
152,258
152,586
152,824
153,673
153,672
153,1044
153,217
154,1023
154,803
154,1089
155,178
155,176
155,285
155,1347
156,1284
156,330
157,1155
157,1217
157,1260
158,1370
158,398
158,178
159,1461
159,619
159,1349
159,597
160,533
160,355
160,336
161,316
161,1550
161,641
162,574
162,727
162,748
163,1529
163,814
163,575
163,317
164,970
165,1077
165,902
166,364
166,991
166,901
167,365
167,189
167,1510
168,278
168,1445
168,1491
169,1339
169,1383
169,1469
171,564
171,761
171,325
172,673
172,410
172,411
172,499
173,850
173,654
173,478
173,261
174,305
174,219
174,761
174,349
175,1066
175,1153
176,891
176,977
176,1024
177,1065
177,980
177,350
177,374
178,1284
178,1416
179,1566
180,203
180,1282
180,356
180,1523
181,1395
181,310
181,1438
182,359
182,290
182,463
183,1526
183,728
183,773
183,1504
184,880
184,489
184,315
185,968
185,401
185,360
185,989
186,814
186,881
186,665
186,336
187,883
187,275
187,837
187,405
188,1076
188,1122
188,1577
189,989
189,1359
189,1446
190,1491
190,1229
190,1162
190,1448
191,1515
191,1558
191,344
191,1448
192,322
193,346
193,235
193,259
194,434
194,1537
194,345
194,562
195,893
195,259
195,280
195,562
196,348
196,302
196,437
197,565
197,719
197,1541
198,1283
198,1173
198,1089
198,999
199,1151
199,1045
199,1458
200,1349
200,441
200,1109
201,289
201,1523
201,1417
201,266
202,1566
202,551
203,1438
203,380
204,685
204,1483
204,490
205,904
205,1550
205,858
206,489
206,488
206,709
206,467
207,729
207,881
208,771
208,927
208,923
209,1553
209,1207
209,968
209,1119
210,1383
210,231
210,299
210,1009
211,212
211,1427
211,322
212,1143
212,1382
213,323
213,1228
213,1449
214,323
214,1559
214,1362
214,432
215,1538
215,1473
215,498
216,737
216,455
216,893
216,392
217,870
217,631
218,1022
218,1066
218,414
218,847
219,1045
219,934
219,348
220,1043
220,394
221,1543
221,1024
221,372
221,287
222,1131
222,1132
222,1283
223,1285
223,1242
223,1478
223,1504
224,1239
224,268
224,466
224,488
225,442
225,248
225,663
225,420
226,246
226,332
226,400
226,399
227,378
227,379
227,422
228,247
228,640
228,230
228,643
229,925
229,991
229,271
229,248
230,337
230,905
231,1207
231,406
231,1099
232,1076
232,966
232,1426
232,1489
233,1294
233,1034
233,1491
