0,0,0,-0.07938015837909068,-100.66289768573021,502.867
1,0,1,12.948978279475531,-90.61831220928273,502.372
2,0,2,25.55470369466478,-79.46836306850625,504.106
3,0,3,37.13131255477716,-65.78629887786596,507.344
4,0,4,46.60531427324552,-47.704906427725874,511.051
5,0,5,52.23128303597708,-23.88545668793244,514.217
6,0,6,52.190920033076885,3.0277129357096975,516.169
7,0,7,46.50929547389348,26.751945356161514,516.751
8,0,8,37.024095660280885,44.73478842186207,516.342
9,0,9,25.46979761309235,58.34653581499708,515.682
10,0,10,12.90607103110951,69.44681582012923,515.588
11,0,11,-0.07933461489114844,79.45678589786309,516.641
12,0,12,-13.048173970565273,89.46170163561112,518.967
13,0,13,-25.58697121585121,100.56369601822495,522.158
14,0,14,-37.1030833829375,114.17293673193457,525.383
15,0,15,-46.544580231145765,132.134722324424,527.619
16,0,16,-52.19444099559403,155.79620515664064,527.991
17,0,17,-52.23821226289006,-177.38141976420016,526.047
18,0,18,-46.64967293681017,-153.61890477378066,521.94
19,0,19,-37.22296686324956,-135.552494343585,516.413
20,0,20,-25.686579279612094,-121.86890702075979,510.607
21,0,21,-13.106804314400662,-110.71510565329142,505.767
22,1,0,6.458756225871465,-90.70592987595566,502.316
23,1,1,19.336195530867105,-80.25927848382622,502.995
24,1,2,31.52104639694746,-68.05570436168357,505.597
25,1,3,42.22288731684692,-52.42197850250925,509.207
26,1,4,50.03149425527483,-31.48698765865119,512.755
27,1,5,52.98069822190005,-5.429021965561533,515.368
28,1,6,49.95780675941415,20.587221516983103,516.619
29,1,7,42.11612462993045,41.41655616457023,516.629
30,1,8,31.42881493749019,56.957415356694476,515.991
31,1,9,19.27056424313245,69.11081149409964,515.519
32,1,10,6.4408000854303245,79.51361990194675,515.95
33,1,11,-6.589314864969435,89.39417838547638,517.658
34,1,12,-19.402098318621267,99.79862603872431,520.499
35,1,13,-31.52116251016335,111.944430420867,523.829
36,1,14,-42.17317378497298,127.48441534877747,526.686
37,1,15,-49.974137741719645,148.274213446354,528.079
38,1,16,-52.98064358038669,174.1904510066186,527.315
39,1,17,-50.05432074748101,-159.81485623784437,524.23
40,1,18,-42.291032114196135,-138.91287911333956,519.289
41,1,19,-31.64137725465016,-123.2914851607117,513.467
42,1,20,-19.48304972066426,-111.07592405657569,507.996
43,1,21,-6.6232856645801395,-100.62631519253563,504.031
44,2,0,-0.07938015837909068,-90.66289968418458,502.867
45,2,1,12.948978279475531,-80.61830737754794,502.372
46,2,2,25.55470369466478,-69.46836506696063,504.106
47,2,3,37.13131255477716,-55.78629746122575,507.344
48,2,4,46.60531427324552,-37.704908426180246,511.051
49,2,5,52.23128303597708,-13.885457832613163,514.217
50,2,6,52.190920033076885,13.027712431359207,516.169
51,2,7,46.50929547389348,36.75194677280172,516.751
52,2,8,37.024095660280885,54.73478983850229,516.342
53,2,9,25.46979761309235,68.34654064673188,515.682
54,2,10,12.90607103110951,79.44681382167487,515.588
55,2,11,-0.07933461489114844,89.45678389940872,516.641
56,2,12,-13.048173970565273,99.46169963715676,518.967
57,2,13,-25.58697121585121,110.56370084995974,522.158
58,2,14,-37.1030833829375,124.17293473348019,525.383
59,2,15,-46.544580231145765,142.1347203259696,527.619
60,2,16,-52.19444099559403,165.79621681856463,527.991
61,2,17,-52.23821226289006,-167.3814081022762,526.047
62,2,18,-46.64967293681017,-143.61890677223502,521.94
63,2,19,-37.22296686324956,-125.55249634203936,516.413
64,2,20,-25.686579279612094,-111.86890901921416,510.607
65,2,21,-13.106804314400662,-100.7151076517458,505.767
66,3,0,6.458756225871465,-80.70593187441004,502.316
67,3,1,19.336195530867105,-70.25928048228059,502.995
68,3,2,31.52104639694746,-58.05570636013794,505.597
69,3,3,42.22288731684692,-42.42197708586904,509.207
70,3,4,50.03149425527483,-21.48698794955827,512.755
71,3,5,52.98069822190005,4.570978597305035,515.368
72,3,6,49.95780675941415,30.587222933623316,516.619
73,3,7,42.11612462993045,51.41655758121045,516.629
74,3,8,31.42881493749019,66.95741677333469,515.991
75,3,9,19.27056424313245,79.11081632583443,515.519
76,3,10,6.4408000854303245,89.51361790349239,515.95
77,3,11,-6.589314864969435,99.39418321721118,517.658
78,3,12,-19.402098318621267,109.7986308704591,520.499
79,3,13,-31.52116251016335,121.94443525260179,523.829
80,3,14,-42.17317378497298,137.4844133503231,526.686
81,3,15,-49.974137741719645,158.2742114478996,528.079
82,3,16,-52.98064358038669,-175.80954734937012,527.315
83,3,17,-50.05432074748101,-149.81485823629873,524.23
84,3,18,-42.291032114196135,-128.9128674514156,519.289
85,3,19,-31.64137725465016,-113.2914803289769,513.467
86,3,20,-19.48304972066426,-101.07592605503005,507.996
87,3,21,-6.6232856645801395,-90.62631719099,504.031
88,4,0,-0.07938015837909068,-80.66289485244978,502.867
89,4,1,12.948978279475531,-70.61830937600232,502.372
90,4,2,25.55470369466478,-59.46836023522583,504.106
91,4,3,37.13131255477716,-45.786296044585534,507.344
92,4,4,46.60531427324552,-27.70490700954003,511.051
93,4,5,52.23128303597708,-3.8854581235202423,514.217
94,4,6,52.190920033076885,23.027712994225773,516.169
95,4,7,46.50929547389348,46.75194477434735,516.751
96,4,8,37.024095660280885,64.7347912551425,516.342
97,4,9,25.46979761309235,78.34653864827752,515.682
98,4,10,12.90607103110951,89.4468118232205,515.588
99,4,11,-0.07933461489114844,99.4567887311435,516.641
100,4,12,-13.048173970565273,109.46169763870238,518.967
101,4,13,-25.58697121585121,120.56369885150538,522.158
102,4,14,-37.1030833829375,134.17293273502582,525.383
103,4,15,-46.544580231145765,152.13471832751523,527.619
104,4,16,-52.19444099559403,175.79621482011024,527.991
105,4,17,-52.23821226289006,-157.38141010073056,526.047
106,4,18,-46.64967293681017,-133.61890877068942,521.94
107,4,19,-37.22296686324956,-115.55249834049374,516.413
108,4,20,-25.686579279612094,-101.86891101766854,510.607
109,4,21,-13.106804314400662,-90.71510965020016,505.767
110,5,0,6.458756225871465,-70.7059338728644,502.316
111,5,1,19.336195530867105,-60.25928248073497,502.995
112,5,2,31.52104639694746,-48.05570494349773,505.597
113,5,3,42.22288731684692,-32.421979084323404,509.207
114,5,4,50.03149425527483,-11.486989094238997,512.755
115,5,5,52.98069822190005,14.570977452624309,515.368
