0,162
0,200
0,11
0,135
1,82
1,172
1,175
1,337
2,13
2,211
2,106
2,212
3,122
3,274
3,184
3,225
4,41
4,32
4,344
4,288
5,235
5,195
5,276
5,82
6,209
6,234
6,32
6,233
7,346
7,73
7,305
7,233
8,72
8,168
8,194
8,232
9,335
9,268
9,269
9,23
10,102
10,50
10,164
10,270
11,335
11,24
11,254
12,49
12,255
12,230
12,350
13,227
13,54
13,214
14,161
14,187
14,148
14,225
15,109
15,119
15,173
15,108
16,314
16,42
16,300
16,316
17,120
17,274
17,69
17,249
18,44
18,194
18,181
18,20
19,142
19,45
19,71
19,343
20,331
20,32
20,45
21,60
21,112
21,23
21,204
22,193
22,24
22,296
22,86
23,283
23,115
24,150
24,216
25,349
25,229
25,149
25,255
26,214
26,190
26,240
26,39
27,251
27,94
27,162
27,213
28,39
28,92
28,79
28,325
29,80
29,223
29,327
29,340
30,145
30,224
30,317
30,235
31,302
31,290
31,344
31,144
32,57
33,209
33,246
33,332
33,156
34,295
34,46
34,257
34,142
35,74
35,244
35,179
35,61
36,101
36,320
36,203
36,176
37,77
37,64
37,100
37,140
38,163
38,281
38,174
38,253
39,77
39,175
40,341
40,67
40,68
40,172
41,187
41,300
41,223
42,222
42,290
42,122
43,160
43,262
43,287
43,261
44,247
44,195
44,220
45,219
45,182
46,112
46,231
46,180
47,245
47,128
47,308
47,345
48,349
48,321
48,178
48,282
49,346
49,51
49,241
50,78
50,323
50,201
51,190
51,279
51,202
52,227
52,280
52,200
52,90
53,278
53,65
53,253
53,91
54,339
54,172
54,316
55,249
55,146
55,303
56,237
56,94
56,238
56,132
57,263
57,276
57,94
58,208
58,98
58,222
58,84
59,99
59,273
59,257
59,284
60,99
60,297
60,233
61,151
61,322
61,126
62,243
62,139
62,218
62,296
63,333
63,153
63,334
63,140
64,348
64,252
64,79
65,293
65,213
65,93
66,289
66,158
66,106
66,227
67,239
67,212
67,302
68,160
68,222
68,144
69,135
69,83
69,146
70,122
70,261
70,111
70,260
71,285
71,298
71,207
72,285
72,272
72,167
73,167
73,124
73,125
74,167
74,141
74,194
75,228
75,154
75,205
75,88
76,116
76,91
76,320
76,78
77,116
77,201
78,130
78,293
79,267
79,241
80,186
80,251
80,291
81,289
81,197
81,174
81,329
82,159
82,287
83,136
83,326
83,197
84,259
84,98
84,95
85,260
85,283
85,151
85,137
86,323
86,234
86,257
87,101
87,112
87,127
87,258
88,127
88,244
88,308
89,306
89,178
89,127
89,152
90,269
90,227
90,294
91,292
91,266
92,185
92,117
92,214
93,173
93,198
93,120
94,262
95,261
95,133
95,286
96,123
96,313
96,134
96,124
97,123
97,111
97,234
97,110
98,311
98,220
99,232
99,231
100,332
100,282
100,308
101,218
101,243
102,347
102,255
102,129
103,115
103,117
103,280
103,128
104,306
104,331
104,320
104,252
105,292
105,158
105,318
105,239
106,196
106,316
107,289
107,248
107,327
107,277
108,109
108,136
108,158
109,236
109,326
110,147
110,246
110,310
111,337
111,273
112,124
113,272
113,333
113,230
113,334
114,165
114,346
114,297
114,348
115,116
115,294
116,254
117,251
117,128
118,250
118,266
118,302
118,212
119,211
119,226
119,171
120,147
120,196
121,325
121,133
121,148
121,288
122,147
123,148
123,164
124,260
125,218
125,178
125,229
126,231
126,220
126,295
127,192
128,306
129,305
129,304
129,154
130,329
130,156
131,158
131,264
131,277
131,224
132,249
132,224
132,315
133,248
133,290
134,136
134,172
134,185
135,337
135,288
136,189
137,286
137,313
137,175
138,165
138,270
138,218
138,259
139,232
139,334
139,349
140,231
140,191
141,205
141,255
141,229
142,156
142,330
143,171
143,197
143,265
143,291
144,318
144,291
145,264
145,316
145,249
147,174
148,176
149,326
149,201
149,202
150,322
150,271
150,286
151,232
151,285
152,190
152,177
152,268
153,271
153,193
153,334
154,345
154,319
155,278
155,170
155,207
155,182
156,317
157,210
157,181
157,195
157,236
159,343
159,328
159,340
160,342
160,277
161,189
161,187
161,338
162,314
162,336
163,299
163,174
163,324
164,272
164,202
165,230
165,177
166,321
166,220
166,307
166,217
167,180
168,193
168,293
168,307
169,208
169,343
169,182
169,344
170,301
170,195
170,343
171,275
171,210
173,300
173,288
175,325
176,348
176,311
177,347
177,245
178,310
179,271
179,180
179,345
180,246
181,333
181,221
182,330
183,302
183,262
183,185
183,221
184,327
184,328
184,209
185,317
186,303
186,327
186,200
187,212
188,215
188,339
188,338
188,312
189,241
189,335
190,257
191,242
191,307
191,336
192,258
192,268
192,309
193,346
194,208
196,261
196,247
197,291
198,263
198,326
198,252
199,328
199,238
199,225
199,339
200,253
201,226
202,215
203,216
203,294
203,244
204,206
204,282
204,309
205,283
205,272
206,332
206,347
206,219
207,219
207,331
208,234
209,235
210,341
210,248
211,301
211,304
213,340
213,241
214,226
215,243
215,228
216,322
216,347
217,294
217,270
217,284
219,258
221,259
221,236
222,273
223,315
223,264
224,278
225,263
226,264
228,296
228,256
229,242
230,323
233,285
235,247
236,342
237,263
237,341
237,301
238,265
238,289
239,279
239,276
240,252
240,254
240,280
242,253
242,308
243,281
244,271
245,295
245,297
246,260
247,274
248,275
250,317
250,342
250,251
254,321
256,349
256,309
256,350
259,286
262,299
265,303
265,329
266,267
266,279
267,280
267,292
268,332
269,348
269,306
270,284
273,325
274,313
275,287
275,342
276,315
277,305
278,293
279,292
281,322
281,320
282,323
283,333
284,336
287,299
290,329
295,307
296,335
297,311
298,336
298,324
298,309
299,310
300,311
301,341
303,315
304,318
304,305
310,337
312,324
312,350
313,314
314,328
318,330
319,321
319,331
319,330
324,338
338,350
339,340
344,345
