10001,31,2685.747108121123
10001,43,2522.3608768320123
10001,44,2148.4939361949682
10001,57,1199.0980028043184
10001,70,1830.7735265231993
10001,83,2829.2443046754265
10001,222,2335.3221851328844
10001,235,1516.2445259562116
10001,236,2680.033213936024
10001,248,1289.4853070453023
10001,261,2617.8215609338363
10001,262,2698.154691449118
10002,5,2027.6721116259898
10002,6,2134.334947283063
10002,18,2366.794838582673
10002,157,2577.634724468888
10002,169,2193.7462860577266
10002,170,2151.0528488365276
10002,183,1119.1192706600439
10002,196,2261.673639960236
10002,330,2335.3600636928873
10002,343,1806.0509950327535
10002,344,2303.784113347492
10003,18,2744.100717961388
10003,31,1702.4478071914461
10003,32,2754.3262696338165
10003,44,1168.6127319920547
10003,57,2393.867802929215
10003,58,2767.6503966288647
10003,209,1789.9166323617535
10003,221,2349.2043448267254
10003,222,1574.6780208164785
10003,235,1778.1146398204428
10003,248,2717.231297265281
10004,38,2672.968216828961
10004,50,2409.7794265048315
10004,51,2034.3638375273183
10004,64,1209.2958506535551
10004,77,2283.212554407221
10004,228,1720.6635770710072
10004,241,1620.3051242885288
10004,242,2329.2663603149103
10004,254,1945.7118348892097
10005,6,1578.6883297194258
10005,157,2435.735856189017
10005,169,1237.3295009675337
10005,183,1691.9566646364844
10005,330,2209.561068467431
10005,343,2783.9845860891373
10005,344,1334.1134539258442
10006,0,2544.8928395850685
10006,1,1538.0921518773375
10006,13,1656.40709582769
10006,14,2782.2462738878494
10006,27,2630.5491305875316
10006,162,2529.9538689667675
10006,174,1437.2964657124257
10006,175,2716.8840751307384
10006,188,1506.6472259466555
10006,339,2535.419294921844
10007,5,2831.519043271268
10007,17,2185.67159370009
10007,18,2623.5096944920892
10007,31,1060.1908338297485
10007,43,2361.576329943129
10007,44,1986.6947870771276
10007,57,2423.3766228974114
10007,196,2473.2695903118833
10007,209,1996.9644620864267
10007,210,2401.472993664798
10007,222,1038.8510456319973
10007,235,2561.5061363980753
10007,236,2172.139754586309
10007,248,2765.4957147201967
10008,31,2396.1267335708217
10008,43,2568.3287579701478
10008,44,1802.003029065882
10008,57,1348.251606268839
10008,58,2720.720614421661
10008,70,2064.8234554614733
10008,222,2064.9291596947883
10008,235,1349.6997297604364
10008,236,2669.306416687889
10008,248,1537.4276432738473
10009,117,2691.2772174808847
10009,118,2517.7327791981875
10009,131,1119.1582940101932
10009,143,2606.7831368525353
10009,144,1782.9283324539633
10009,157,2671.4502096135443
10009,291,1944.1590188525277
10009,292,2852.8044392528745
10009,304,1085.354942877935
10009,317,2258.8574096457287
10009,318,2495.2486388017983
10010,14,2161.074473051956
10010,27,1952.8651789793953
10010,28,2177.5551595367233
10010,40,1135.6184644001241
10010,54,2225.6040267722874
10010,173,2519.6390670036735
10010,187,1504.839271409103
10010,199,1979.1778409740436
10010,200,1926.7255122624347
10010,213,1673.6407652568143
10011,5,2304.22769744049
10011,6,1879.2478226094465
10011,18,1341.5698829805656
10011,32,2563.0459145316217
10011,169,2734.6309206634987
10011,183,1470.4846905748398
10011,195,1755.4074547044868
10011,196,2293.442435962631
10011,209,2194.5244784105253
10011,343,2811.921593463259
10012,6,2356.2397646210043
10012,157,1694.4214418723632
10012,169,1734.4645271083257
10012,170,2176.07370211132
10012,183,1860.6318922261453
10012,330,1489.7535166056525
10012,343,2260.26572221559
10012,344,1709.3178792657516
10013,24,2351.086953575403
10013,37,2603.740524812982
10013,38,1730.5389384224095
10013,50,1397.928550213725
10013,51,2675.462218411876
10013,64,2094.083652197618
10013,216,2036.5704875400527
10013,228,1351.0898981267433
10013,229,2666.874490932937
10013,242,1591.5097702088829
10014,5,2410.1786548659898
10014,6,1675.2906736697346
10014,18,1525.8279072114751
10014,32,2694.832045842988
10014,169,2494.998007660023
10014,183,1387.7160165423797
10014,195,1782.7648074559436
10014,196,2436.9420597484973
10014,209,2423.4771875596593
10014,343,2808.399309355533
10014,344,2716.5718077220977
10015,118,1871.7389487162789
10015,131,1931.3971422388493
10015,132,2029.2920254303517
10015,144,1316.9260232290617
10015,158,2359.107840794952
10015,277,2314.6696501371225
10015,291,1279.9635973810693
10015,303,2043.1884594219441
10015,304,1954.8195413911296
10015,317,1944.8435935215
10016,5,2521.334623475308
10016,18,1439.118380388644
10016,31,1835.0802059886291
10016,32,2180.0721091187525
10016,44,2125.187576499224
10016,195,2391.181201686602
10016,196,2235.064772344602
10016,209,1063.3656937226565
10016,222,2036.8275693454505
10017,91,2008.7532066720373
10017,103,2802.391804353935
10017,104,1322.1323906329776
10017,105,2689.1816537039886
10017,117,2093.6585591969724
10017,266,2223.852469480173
10017,278,2677.303679316221
10017,279,1380.362863147854
10017,292,1900.0947536793067
10017,293,2751.236275295376
10018,32,1804.8459303492864
10018,44,1854.1702659088155
10018,45,2045.4501876833922
10018,58,1918.4692162327133
10018,208,2248.431741636672
10018,209,2319.0186892351153
10018,221,1074.4552575956593
10018,235,2374.935691001275
10019,50,2581.2351699157175
10019,51,2268.497461573298
10019,64,1162.6838720087885
10019,77,1975.4729763055723
10019,228,2034.8681610642652
10019,241,1505.4841461879776
10019,242,2448.046558781931
10019,254,1684.9298584842406
10020,18,2057.93906102177
10020,31,2345.254179146657
10020,32,1641.773427549214
10020,44,1630.9218072982726
10020,195,2367.9729815552687
10020,209,1263.261838838061
10020,221,1940.7135469288116
10020,222,2403.7674296748446
10020,235,2571.5453605985244
10021,1,1857.5300187015732
10021,2,2665.9738356013845
10021,14,2538.093358945375
10021,135,2390.8468132100365
10021,147,2633.8624771693017
10021,148,1737.1173655387765
10021,161,1407.7929202846576
10021,162,2649.7793700155426
10021,174,2073.552697950016
10021,326,2064.977685676871
10021,339,1298.3002905434298
10021,340,2727.2777213850813
10022,119,2816.7827333005052
10022,132,1589.8056679163803
10022,144,2045.690578578143
10022,145,1906.6533112647883
10022,158,1205.9904655746914
10022,171,1877.4555662673163
10022,184,2619.829001196752
10022,197,2761.995867817773
10022,264,2367.874512663906
10022,277,2031.7357457286905
10022,290,1733.8904750304987
10022,291,2457.1512919988136
10022,303,1050.4019972460512
10022,316,2180.80688858348
10022,317,2198.4711256151877
10022,329,2162.16882379459
10023,104,1581.207672351485
10023,117,2374.6988898104946
10023,129,1696.5389327268747
10023,130,2364.7700818944077
10023,279,2219.66831706363
10023,292,2368.031113541024
10023,293,1630.422553429982
10023,305,1719.8842639457478
10024,17,2288.479988674046
10024,18,2634.6823747816015
10024,31,1091.891809447378
10024,43,2402.901427804217
10024,44,1886.6483857827916
10024,57,2376.679511199952
10024,196,2556.020196120138
10024,209,1963.186880642393
10024,210,2508.942031988758
10024,222,1045.4870206310547
10024,235,2458.6713334502983
10024,236,2227.818628952209
10024,248,2719.8250298187254
10025,92,2027.0912543327988
10025,105,2762.7818096055807
10025,106,1392.6596366108886
10025,118,1594.275822698941
10025,119,2472.2948367059184
10025,132,1783.7104193381385
10025,145,2760.8945249382436
10025,238,2733.9607309324197
10025,251,1747.8046343449707
10025,264,2461.075553389816
10025,265,1584.165567376097
10025,277,1415.6582379240042
10025,278,2783.0943834346876
10025,291,2086.444513471844
10026,18,2150.829481548899
10026,31,2406.7478008411736
10026,32,1629.1656522679457
10026,44,1594.381267903314
10026,58,2785.4679251050497
10026,195,2409.126972869108
10026,209,1333.3447093306133
10026,221,1846.0416239265421
10026,222,2450.2977889082313
10026,235,2513.875619338783
10027,19,2104.9137643703434
10027,32,2575.301904236028
10027,33,1415.9024623129349
10027,45,1957.027901875745
10027,46,2865.8929992008143
10027,182,2763.857598390941
10027,207,1496.9602771338873
10027,208,1434.3033750261984
10028,80,2598.588535090768
10028,92,2039.5035272087887
10028,93,2763.140388087501
10028,106,1180.21591367262
10028,118,1886.3208423832991
10028,119,2176.1169506107826
10028,132,1801.281347824235
10028,145,2570.108001683245
10028,238,2403.3997316752534
10028,251,1503.0411183766896
10028,264,2209.867055936851
10028,265,1719.1358189883777
10028,277,1395.7203452850367
10028,291,2362.1803664370227
10029,6,1130.2788135095489
10029,19,2585.140441331748
10029,169,1306.920812454438
10029,182,2115.3558282548815
10029,183,2031.755484341689
10029,195,2490.794369636857
10029,344,1499.7173943447178
10030,25,1397.685133461745
10030,26,1787.7432184639717
10030,38,2281.3367678182667
10030,51,2403.6399498539668
10030,189,2460.7983857857084
10030,201,1811.0398312238428
10030,202,2297.3973392025077
10030,215,1371.2433732135707
10031,6,1041.312788987485
10031,18,2745.5208612131937
10031,19,2386.9975693171405
10031,169,1519.3622777608086
10031,182,1993.9197605908648
10031,183,1983.2145639001508
10031,195,2214.885415661193
10031,344,1736.1926239598802
10032,17,2844.3253271560047
10032,31,1636.45603700893
10032,43,2281.5361457697413
10032,44,1639.7349167822085
10032,57,1670.8585828585221
10032,70,2868.1289810199837
10032,209,2475.8783441658443
10032,222,1364.3497102088952
10032,235,1774.5846097275805
10032,236,2255.734966626674
10032,248,1980.1685853357926
10033,13,2333.547165137747
10033,25,2743.7965642991167
10033,26,1161.2173570759967
10033,39,1985.8924743792613
10033,188,2552.4102438388722
10033,201,1410.232887740103
10033,214,1822.8979222672688
10033,215,2481.8292406033847
10033,227,2667.2997722172586
10034,31,2480.9335967195016
10034,43,2529.299727370018
10034,44,1921.4909500845401
10034,57,1275.7910826725574
10034,58,2783.2419070411584
10034,70,1988.9993465127009
10034,222,2141.586455196279
10034,235,1405.2570740064355
10034,236,2649.70983620877
10034,248,1437.5512118235483
10035,116,2109.1611477865686
10035,128,2056.76881642361
10035,129,1932.935250710367
10035,142,1440.9765252600032
10035,293,2664.9327152632454
10035,306,1265.7623899663213
10035,319,2079.6653918836573
10035,320,2073.5320098785865
10035,332,2371.041278154084
10036,6,2425.0462577085395
10036,18,1941.8295547278103
10036,19,2154.3220815118448
10036,32,1364.9662318677704
10036,182,2578.8932427693094
10036,195,1084.76020444962
10036,208,2414.503411760641
10036,209,2086.449871541358
10037,6,1181.5660187820868
10037,18,2599.300909840016
10037,19,2859.320321847526
10037,169,1438.5390078023033
10037,182,2483.381067041301
10037,183,1592.5592980210733
10037,195,2420.099881418662
10037,330,2792.3971837856934
10037,344,1630.8179056171116
10038,1,2642.9158149021573
10038,2,2710.584685771482
10038,14,1226.5280104620892
10038,27,2197.873542333433
10038,28,1818.4989624942573
10038,40,1997.8999386598587
10038,54,2820.331421062505
10038,161,2471.5927228902083
10038,173,1887.8195267077804
10038,174,2499.777609821305
10038,187,1047.4558194305384
10038,199,2382.0669246033444
10038,200,2330.046893942251
10038,213,2719.9923043801605
10039,5,1952.5120518867152
10039,6,2509.3508795623443
10039,18,2652.0632501528626
10039,157,2330.856497972928
10039,169,2405.416028044682
10039,170,1766.7302349908534
10039,183,1352.5445090122935
10039,196,2235.372675948332
10039,330,2107.0126289046157
10039,343,1510.1815104786692
10039,344,2473.375681018283
10040,131,2760.1844083779497
10040,144,1721.5528912808766
10040,157,1468.7041661288695
10040,158,2486.705840299637
10040,170,1734.5023426375935
10040,303,2656.51442751587
10040,304,2548.7447583211406
10040,317,1259.1225966482602
10040,329,2700.661793629533
10040,330,1569.9414828989363
10040,343,2415.4916759619896
10041,18,2082.146802113518
10041,31,1596.2734782003906
10041,32,2373.2071427577735
10041,44,1508.2736272014185
10041,196,2706.7735245200997
10041,209,1269.2989657236947
10041,221,2498.0100802272
10041,222,1644.8804971446777
10041,235,2393.2395996692335
10042,5,2270.526952694815
10042,18,1312.2652481269413
10042,31,1850.3507013789865
10042,32,2333.5054530642874
10042,44,2361.702200070235
10042,183,2600.530402382425
10042,195,2395.961443763554
10042,196,1999.8388078797377
10042,209,1170.2272206351342
10042,222,2094.4164327068906
10043,18,2104.9217850356804
10043,31,2355.5434393600435
10043,32,1653.0529932777085
10043,44,1598.063845821573
10043,58,2834.7947363268427
10043,195,2404.394343226827
10043,209,1292.4426952076853
