0,684
0,303
0,73
0,643
1,304
1,639
1,43
1,501
2,295
2,36
2,339
2,343
3,681
3,415
3,372
3,411
4,416
4,341
4,252
4,641
5,124
5,89
5,607
5,80
6,172
6,415
6,680
6,375
7,169
7,88
7,51
7,171
8,127
8,171
8,122
8,328
9,570
9,295
9,492
9,52
10,412
10,607
10,687
10,206
11,685
11,47
11,406
11,253
12,16
12,289
12,97
12,253
13,372
13,92
13,125
13,648
14,175
14,531
14,571
14,280
15,410
15,138
15,649
15,447
16,289
16,691
16,60
17,23
17,440
17,282
17,361
18,402
18,281
18,700
18,400
19,284
19,402
19,476
19,243
20,280
20,439
20,693
20,397
21,143
21,656
21,359
21,103
22,140
22,432
22,622
22,318
23,358
23,313
23,701
24,64
24,435
24,393
24,281
25,314
25,514
25,276
25,61
26,190
26,515
26,146
26,267
27,513
27,428
27,469
27,516
28,665
28,474
28,547
28,224
29,392
29,150
29,224
29,629
30,228
30,236
30,592
30,390
31,393
31,356
31,351
31,32
32,383
32,265
32,308
33,596
33,235
33,301
33,34
34,433
34,268
34,116
35,310
35,630
35,78
35,385
36,70
36,110
36,382
37,115
37,508
37,342
37,678
38,419
38,80
38,425
38,501
39,306
39,463
39,83
39,263
40,344
40,682
40,643
40,298
41,163
41,377
41,414
41,343
42,462
42,157
42,160
42,383
43,412
43,164
43,80
44,567
44,409
44,332
44,538
45,572
45,497
45,536
45,534
46,410
46,494
46,537
46,210
47,163
47,127
47,251
48,365
48,245
48,90
48,529
49,695
49,176
49,363
49,612
50,364
50,368
50,404
50,86
51,487
51,616
51,334
52,404
52,53
52,658
53,608
53,293
53,481
54,60
54,613
54,213
54,696
55,616
55,291
55,523
55,245
56,96
56,699
56,283
56,529
57,283
57,659
57,525
57,327
58,99
58,134
58,320
58,445
59,661
59,437
59,438
59,399
60,396
60,325
61,481
61,97
61,179
62,474
62,320
62,360
62,481
63,357
63,390
63,439
63,482
64,313
64,711
64,625
65,477
65,433
65,631
65,430
66,550
66,105
66,512
66,108
67,352
67,713
67,270
67,589
68,714
68,192
68,311
68,314
69,185
69,152
69,143
69,434
70,467
70,675
70,710
71,624
71,552
71,587
71,227
72,151
72,551
72,190
72,263
73,353
73,194
73,504
74,272
74,151
74,268
74,389
75,271
75,467
75,423
75,348
76,713
76,235
76,77
76,338
77,459
77,502
77,117
78,120
78,426
78,114
79,344
79,386
79,498
79,678
80,122
81,576
81,423
81,238
81,459
82,201
82,535
82,541
82,383
83,610
83,128
83,418
84,207
84,375
84,373
84,416
85,211
85,254
85,164
85,458
86,530
86,288
86,285
87,293
87,201
87,331
87,647
88,655
88,165
88,335
89,488
89,685
89,325
90,606
90,216
90,328
91,495
91,484
91,329
91,413
92,449
92,166
92,482
93,212
93,687
93,290
93,485
94,133
94,326
94,522
94,290
95,369
95,405
95,487
95,136
96,180
96,607
96,176
97,170
97,178
98,360
98,400
98,445
98,182
99,442
99,139
99,563
100,486
100,397
100,220
100,395
101,518
101,185
101,220
101,321
102,519
102,400
102,520
102,399
103,186
103,137
103,475
104,401
104,476
104,312
104,187
105,141
105,435
105,356
106,358
106,142
106,636
106,629
107,275
107,477
107,224
107,191
108,545
108,517
108,348
109,350
109,426
109,273
109,187
110,715
110,229
110,633
111,275
111,236
111,344
111,118
112,544
112,427
112,716
112,549
113,546
113,462
113,228
113,667
114,155
114,505
114,353
115,471
115,119
115,349
116,546
116,462
116,348
117,583
117,719
117,542
118,156
118,460
118,379
119,715
119,375
119,196
120,493
120,196
120,577
121,158
121,456
121,452
121,576
122,618
122,199
123,334
123,250
123,165
123,245
124,204
124,163
124,574
125,292
125,414
125,171
126,206
126,209
126,252
126,493
127,208
127,646
128,528
128,645
128,291
129,406
129,366
129,448
129,568
130,410
130,326
130,605
130,487
131,533
131,485
131,523
131,407
132,334
132,696
132,695
132,167
133,370
133,480
133,646
134,611
134,480
134,519
135,607
135,180
135,559
135,329
136,443
136,179
136,448
137,524
137,254
137,446
138,363
138,140
138,438
139,523
139,174
139,595
140,598
140,179
141,520
141,217
141,593
142,557
142,554
142,519
143,708
143,711
144,230
144,674
144,479
144,554
145,269
145,439
145,350
145,347
146,558
146,625
146,394
147,552
147,507
147,306
147,666
148,466
148,223
148,558
148,354
149,546
149,431
149,152
149,623
150,464
150,590
150,352
151,273
151,229
152,198
152,186
153,545
153,630
153,192
153,384
154,466
154,197
154,230
154,587
155,582
155,586
155,501
156,351
156,271
156,630
157,505
157,585
157,234
158,497
158,421
158,420
159,461
159,164
159,457
159,196
160,617
160,278
160,203
161,573
161,417
161,617
161,284
162,541
162,620
162,454
162,498
163,498
164,612
165,456
165,292
166,376
166,243
166,324
167,332
167,366
167,532
168,490
168,283
168,495
168,328
169,575
169,373
169,456
170,493
170,209
170,526
171,483
172,215
172,483
172,485
173,562
173,259
173,527
173,489
174,336
174,689
174,573
175,403
175,290
175,405
176,330
176,177
177,297
177,180
177,561
178,179
178,645
178,214
180,186
181,517
181,300
181,256
181,184
182,472
182,673
182,183
183,478
183,671
183,563
184,635
184,675
184,436
185,266
185,599
186,631
187,636
187,232
188,666
188,628
188,627
188,556
189,591
189,352
189,706
189,345
190,585
190,276
191,663
191,707
191,503
192,394
192,629
193,633
193,238
193,705
193,277
194,429
194,543
194,504
195,584
195,426
195,512
195,387
196,385
197,198
197,499
197,497
198,202
198,503
199,457
199,459
199,461
200,659
200,246
200,278
200,578
201,581
201,659
202,239
202,500
202,538
203,285
203,579
203,537
204,457
204,242
204,540
205,576
205,330
205,654
205,697
206,695
206,489
207,617
207,651
207,696
208,647
208,282
208,247
209,369
209,243
210,487
210,656
210,248
211,531
211,218
211,602
212,298
212,692
212,652
213,409
213,692
213,286
214,450
214,218
214,639
215,408
215,489
215,290
216,448
216,251
216,442
217,257
217,569
217,603
218,335
218,219
219,338
219,442
219,679
220,644
220,305
221,715
221,227
221,563
221,475
222,712
222,304
222,256
222,261
223,470
223,258
223,266
224,267
225,599
225,348
225,351
225,343
226,506
226,349
226,509
226,387
227,234
227,556
228,598
228,711
229,706
229,636
230,311
230,270
231,434
231,436
231,542
231,475
232,277
232,553
232,391
233,667
233,275
233,236
233,390
234,589
234,347
235,430
235,434
236,388
237,506
237,702
237,313
237,240
238,500
238,627
239,499
239,246
239,245
240,621
240,361
240,247
241,244
241,533
241,243
